;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
90;466,08;163,39;353,27;445,49;161,47;427,37;98,91;503,30;362,21;249,01;143,04;461,50;152,31;554,43;216,35;15,73;402,30;310,62;135,03;16,53;226,00;505,14;387,91;447,24;142,27;468,52;476,30;146,66;447,44;80,63;517,45;369,35;376,25;137,27;162,52;180,93;242,84;471,51;389,28;387,86;258,22;122,96;16,53;353,20;569,63;472,47;334,14;170,29;474,48;96,38;324,71;388,69;243,62;147,51;452,22;471,03;374,65;151,77;33,53;235,25;488,23;293,89;384,17;2,51;586,62;454,46;252,54;407,01;290,27;525,23;254,46;230,65;309,87;252,47;140,02;150,73;83,87;444,25;286,45;88,46;158,32;187,92;463,77;153,28;179,06;127,23;157,89;234,96;337,94;0;354,87;533,57;145,18;407,55;109,82;21,79;150,36;231,49;146,62;387,86;152,91;167,15;390,60;371,65;385,44;367,86;426,61;374,15;149,12;223,21;247,34;371,70;159,51;57,16;507,04;163,99;505,74;168,27;150,55;444,44;204,97;363,88;18,47;168,31;547,40;335,49;241,02;321,67;290,89;366,51;190,05;247,96;260,37;395,14;151,46;173,94;283,79;409,65;148,86;91,79;415,36;175,87;548,67;336,18;408,37;63,48;182,86;241,08;409,30;211,13;158,88;339,12;237,91;474,60;161,41;540,59;149,35;293,45;579,90;10,45;284,05;507,42;350,93;45,51;156,20;434,93;592,98;413,02;291,78;498,77;198,70;436,18;271,93;169,39;424,46;516,24;423,17;497,01;236,50;358,31;252,97;214,17;162,41;80,02
91;206,55;232,74;287,00;142,72;283,12;304,20;284,86;232,01;30,50;126,30;289,97;122,71;290,19;249,54;141,31;359,08;53,81;226,98;317,75;356,70;149,46;163,58;136,36;316,91;295,50;121,67;338,38;296,15;222,86;327,64;173,03;299,22;236,45;342,57;277,56;347,88;188,44;196,58;170,58;48,35;98,12;325,41;356,70;54,88;221,72;118,99;238,65;330,29;123,21;259,42;277,11;260,05;190,49;284,09;186,09;150,85;63,35;306,80;344,90;251,24;183,60;75,36;164,11;355,20;283,20;278,96;179,71;98,85;116,89;182,73;181,19;157,10;96,13;173,36;286,17;290,61;324,67;240,68;236,29;333,91;287,83;309,05;130,56;289,91;176,06;379,89;277,82;162,91;31,90;354,87;0;188,91;284,32;100,68;260,15;366,52;340,48;124,27;290,32;34,77;290,88;320,59;129,67;253,81;271,46;83,11;265,16;183,64;234,68;132,78;108,80;17,10;281,56;387,61;165,71;318,51;163,58;394,83;291,57;240,63;380,51;265,38;366,37;286,30;203,66;193,53;120,43;34,92;148,95;34,43;174,08;176,06;156,97;223,49;330,25;295,78;96,52;55,55;292,14;331,28;155,24;288,38;196,15;85,04;121,99;390,36;310,77;172,39;264,18;143,94;285,47;271,67;209,07;134,81;293,67;193,83;291,19;76,91;225,19;355,95;131,25;165,73;287,18;397,18;287,06;96,82;251,64;278,75;206,85;145,66;162,77;120,80;238,44;422,85;235,00;173,34;204,96;154,61;164,98;107,16;159,73;144,25;290,86;397,06
92;159,25;421,61;445,03;221,09;471,87;436,60;451,56;290,91;197,43;286,49;478,87;160,93;479,06;259,47;327,64;539,75;162,78;395,17;506,64;537,56;310,71;29,08;267,87;442,82;484,41;67,28;325,74;485,06;200,77;514,51;16,17;349,51;381,63;531,47;466,32;536,01;321,10;138,85;202,28;147,18;284,84;480,19;537,56;180,47;149,21;111,15;308,16;470,96;122,18;437,21;442,80;402,43;322,02;473,00;150,10;78,58;159,29;495,65;518,68;434,80;94,82;263,62;299,58;534,24;281,53;392,28;309,87;131,99;251,66;10,56;309,69;310,65;228,60;305,96;475,05;479,50;511,71;350,60;410,73;521,33;476,63;444,53;72,16;478,77;355,93;533,91;466,66;310,72;197,44;533,57;188,91;0;473,22;211,74;430,09;542,37;529,35;309,57;479,23;154,25;479,74;462,53;258,86;402,48;416,54;231,99;270,71;325,88;397,12;318,07;295,01;172,30;470,36;571,50;27,49;461,54;28,16;538,70;480,45;225,64;511,71;418,01;542,84;474,85;14,82;266,48;292,55;216,63;326,72;168,57;361,66;310,29;291,58;358,44;519,10;484,08;283,62;135,39;481,04;518,87;161,26;476,63;41,95;254,51;142,97;560,21;498,64;312,17;282,96;327,39;474,26;432,94;338,11;59,18;482,37;10,35;480,09;240,11;99,92;536,04;313,10;26,87;445,95;577,67;475,89;98,65;187,99;413,12;380,51;56,86;335,02;201,77;416,02;569,62;355,77;17,72;203,97;36,61;310,84;188,76;297,81;330,89;479,56;563,95
93;450,28;51,89;208,27;335,29;16,57;283,18;174,30;377,72;279,83;225,08;5,68;365,51;10,64;435,75;151,32;136,59;319,46;170,24;33,66;134,00;211,78;447,50;271,14;302,97;11,18;405,97;510,47;12,65;444,60;69,70;457,32;417,06;236,55;58,30;17,47;73,63;260,32;449,34;381,22;328,22;190,98;228,08;134,00;304,81;473,93;389,38;365,36;270,40;387,75;122,77;179,71;246,60;262,32;2,37;432,37;426,69;325,96;25,08;164,60;91,54;452,95;210,27;259,57;143,50;465,74;314,03;265,31;364,14;270,36;466,90;268,12;225,21;280,61;261,59;5,18;9,69;65,77;308,71;144,45;68,16;14,85;274,83;411,46;11,28;145,92;257,22;13,07;235,12;279,87;145,18;284,32;473,22;0;304,58;158,80;166,73;57,03;169,95;6,77;319,01;11,66;263,02;276,02;229,52;242,12;266,62;446,69;244,22;186,15;162,25;182,00;301,02;14,37;137,82;449,61;259,30;447,60;295,44;10,37;449,73;319,47;220,35;163,63;24,28;487,96;347,64;204,51;258,65;172,33;307,68;116,24;258,41;260,47;258,58;47,38;33,42;192,06;338,72;9,76;64,19;394,16;32,44;477,91;235,30;375,19;207,97;48,98;248,66;433,60;158,01;14,49;194,56;267,14;418,01;20,90;478,04;9,20;249,78;496,84;138,00;174,16;449,69;205,89;164,37;12,40;378,55;490,43;270,18;155,39;427,70;178,00;331,94;129,64;305,06;288,12;457,51;420,20;438,60;238,45;330,70;253,99;147,59;20,27;223,79
94;287,39;258,49;233,69;43,96;297,92;228,29;355,22;131,40;71,35;214,69;310,12;63,20;307,20;156,44;194,78;408,22;64,45;188,27;337,55;405,60;234,54;196,75;56,14;237,04;315,17;157,00;433,56;314,31;311,59;362,31;199,40;399,80;169,99;360,78;292,78;353,65;282,83;273,10;266,08;128,74;159,20;403,04;405,60;153,68;169,57;102,75;339,33;415,44;95,16;318,53;233,46;191,24;285,10;303,58;267,56;210,42;155,46;322,29;404,87;242,52;247,35;117,74;87,98;407,31;190,43;191,44;275,25;180,74;215,20;210,39;277,07;245,76;196,04;268,62;307,92;308,10;358,74;150,36;207,68;365,91;303,11;397,15;183,20;306,63;239,31;456,06;294,64;253,72;132,25;407,55;100,68;211,74;304,58;0;328,82;422,92;355,01;183,98;309,22;103,26;307,60;405,49;47,12;190,76;205,12;39,69;361,18;114,15;311,62;190,93;169,04;97,79;297,26;428,92;198,76;402,97;195,82;476,45;308,99;332,00;468,17;206,31;421,92;298,36;225,51;294,12;200,90;126,76;134,65;128,35;217,51;270,71;252,67;148,03;344,62;305,02;123,94;102,00;310,06;362,54;243,55;297,64;197,93;71,58;207,82;453,08;316,23;265,53;361,95;204,77;300,85;222,35;303,44;177,99;307,25;211,74;309,06;170,82;199,63;406,25;130,46;198,23;234,72;445,22;303,16;155,16;186,96;203,83;178,35;155,32;237,38;28,64;215,85;502,18;150,12;202,26;296,90;188,59;256,43;205,28;254,27;196,12;304,41;462,53
95;356,28;139,47;338,66;370,47;173,21;403,55;26,69;440,70;273,07;143,59;160,73;375,74;169,36;483,08;135,22;120,51;311,35;281,86;172,22;119,08;119,51;401,27;321,67;423,06;163,80;366,80;374,69;168,17;337,96;135,76;414,13;271,89;341,07;189,04;170,65;225,14;133,60;361,92;279,47;287,22;170,35;81,85;119,08;249,99;480,76;379,14;229,71;115,46;382,96;36,10;311,74;358,73;134,54;160,84;342,56;364,35;270,85;179,36;89,08;224,01;379,83;211,09;326,12;111,20;516,60;417,09;142,99;300,95;182,21;421,29;145,01;122,06;203,07;142,71;155,22;168,19;135,83;397,61;263,92;146,67;173,31;116,32;359,06;170,06;89,59;129,65;166,44;125,53;238,76;109,82;260,15;430,09;158,80;328,82;0;113,91;197,83;144,86;164,25;290,85;170,35;106,96;322,17;342,77;359,72;290,26;320,42;323,17;39,81;137,95;160,07;276,20;170,40;160,73;403,08;103,28;402,01;157,77;168,66;335,75;168,63;340,13;115,02;181,41;443,49;226,84;140,59;225,50;235,34;266,35;123,55;138,24;150,64;352,75;192,95;191,93;207,53;312,72;167,51;147,21;305,92;189,41;448,42;260,75;300,39;130,88;207,71;131,27;303,98;124,06;172,32;321,80;130,66;370,90;179,70;437,68;167,32;191,44;484,23;115,50;221,59;403,53;336,81;155,29;170,88;331,92;507,92;384,23;257,57;399,51;97,56;357,00;251,78;178,27;380,10;412,53;313,60;393,48;126,90;250,14;143,26;134,60;178,88;136,91
96;468,91;183,03;374,66;461,61;183,07;448,49;98,23;521,35;375,30;256,42;164,69;475,65;173,99;571,37;230,01;34,72;415,09;331,18;156,76;36,49;232,77;513,73;405,17;468,37;163,99;478,05;471,37;168,40;448,49;102,36;526,32;363,24;396,59;158,45;184,02;202,16;244,17;475,23;391,73;397,68;271,02;111,76;36,49;361,91;583,26;484,80;331,22;158,18;487,30;107,12;346,10;409,40;244,73;169,07;455,76;477,97;383,13;173,56;25,97;256,42;493,73;307,99;402,44;23,80;603,80;474,83;254,34;414,32;296,07;533,80;256,07;235,96;316,62;254,85;161,57;172,41;105,63;463,86;307,29;109,97;179,98;178,16;471,90;174,96;190,48;108,79;179,37;239,27;348,16;21,79;366,52;542,37;166,73;422,92;113,91;0;171,65;244,29;168,28;398,93;174,60;156,13;407,56;392,39;406,39;383,29;424,33;393,15;151,62;236,19;260,17;383,18;181,08;70,05;515,59;153,23;514,40;149,81;172,25;444,28;188,80;384,89;4,02;189,98;556,00;335,60;250,39;332,78;309,00;376,47;205,59;250,27;263,93;414,99;173,00;195,70;298,99;420,80;170,55;113,37;419,46;197,57;558,87;351,83;414,28;41,70;204,63;244,05;406,53;223,59;180,51;360,37;237,44;483,25;183,14;549,67;171,03;302,50;591,71;30,86;301,27;516,00;372,33;47,66;177,84;443,86;607,51;433,86;311,88;509,29;207,49;451,56;292,84;148,99;444,22;524,92;424,47;505,76;240,49;364,04;256,60;228,08;184,12;58,32
97;506,71;108,81;225,03;382,95;57,95;302,27;207,73;417,51;334,77;280,66;51,63;416,98;50,30;478,61;208,32;137,28;373,92;201,91;27,12;135,28;266,11;503,89;317,36;321,39;46,12;462,14;561,61;44,64;500,09;71,49;513,51;464,98;266,52;13,58;63,41;30,65;311,33;506,07;436,85;384,88;247,93;255,75;135,28;361,83;524,56;443,23;415,81;301,33;440,97;162,43;197,64;272,20;313,18;56,87;488,96;483,66;382,97;33,73;178,08;122,69;509,98;265,92;302,17;148,09;507,19;340,99;317,18;421,17;326,14;523,19;319,90;278,76;337,11;313,92;56,40;49,91;69,19;341,88;174,80;62,19;52,97;310,24;468,22;50,58;200,46;274,78;62,72;288,15;336,75;150,36;340,48;529,35;57,03;355,01;197,83;171,65;0;226,96;50,59;375,10;49,61;295,19;323,05;255,56;264,97;318,14;499,59;283,79;230,46;219,22;239,01;357,05;59,18;120,84;506,01;291,54;503,96;315,14;48,95;504,45;345,80;243,31;167,87;56,66;544,12;400,80;260,78;315,43;220,75;364,44;173,21;310,48;314,01;291,85;10,44;50,86;246,95;394,49;48,48;59,26;450,71;57,90;533,00;287,51;432,14;212,85;45,74;300,94;485,80;214,66;55,33;214,68;316,28;474,55;47,96;533,97;49,41;306,70;550,02;140,79;225,58;506,07;222,45;153,15;53,52;435,21;539,03;293,51;193,01;482,98;232,18;381,60;160,47;319,29;320,90;513,80;475,58;494,97;291,31;387,35;307,30;204,60;50,82;229,78
98;282,42;118,60;249,84;225,94;172,71;297,14;171,24;299,87;131,02;70,26;175,33;232,24;177,67;338,85;18,68;235,09;170,87;184,46;201,94;232,67;73,14;282,44;181,22;314,87;180,86;242,70;365,21;182,47;281,07;204,95;293,43;290,05;227,60;226,71;167,28;240,08;134,75;280,23;217,80;162,47;26,74;220,27;232,67;135,31;339,11;240,99;229,76;237,75;243,08;137,50;229,21;249,37;137,32;170,25;263,86;257,61;156,76;194,31;224,05;167,23;283,06;66,24;191,30;231,70;372,55;295,86;133,15;194,45;109,17;302,30;135,96;89,51;113,73;126,93;170,73;177,73;202,20;268,91;178,76;211,95;176,72;223,66;244,13;177,61;55,54;272,53;166,31;101,02;112,48;231,49;124,27;309,57;169,95;183,98;144,86;244,29;226,96;0;176,49;158,26;178,52;227,77;180,50;236,27;255,05;145,67;295,25;194,80;129,96;8,54;15,88;141,32;170,61;263,41;284,48;224,86;282,75;295,01;178,67;289,67;292,23;239,97;243,85;177,76;324,03;198,79;45,00;93,05;112,40;141,19;53,85;126,15;117,32;230,62;217,29;188,71;65,53;179,70;178,86;209,61;225,94;181,92;320,07;117,15;205,37;271,20;205,61;116,95;285,86;21,02;174,45;232,07;151,72;252,23;183,39;315,48;178,00;80,20;348,63;232,11;92,48;284,68;248,87;273,15;175,41;212,22;364,47;273,91;158,15;269,68;58,27;212,14;173,13;319,43;254,32;293,00;257,42;273,77;104,85;162,32;113,69;22,36;180,82;279,67
99;456,98;58,22;207,53;339,42;15,36;282,94;179,20;380,56;285,47;231,85;3,80;370,38;5,81;439,11;157,88;137,41;324,99;171,45;28,38;134,87;218,55;453,59;274,97;302,68;6,12;411,98;517,12;5,98;451,37;69,41;463,34;423,51;237,71;52,57;18,34;66,91;266,94;455,99;387,98;334,42;197,33;232,47;134,87;311,25;478,67;394,78;371,96;275,21;393,00;128,18;179,01;247,16;268,93;6,27;439,05;433,07;332,38;18,31;167,16;92,05;459,46;216,10;262,75;144,85;468,89;314,90;271,98;370,60;277,11;472,95;274,78;231,95;287,31;268,28;9,03;4,29;65,53;310,47;145,32;66,81;11,70;280,11;417,71;6,75;152,68;260,56;15,04;241,84;286,18;146,62;290,32;479,23;6,77;309,22;164,25;168,28;50,59;176,49;0;324,99;6,60;267,95;279,99;230,10;242,29;271,46;453,42;246,88;192,19;168,83;188,43;306,98;14,16;136,55;455,70;264,24;453,68;299,08;4,50;456,50;323,86;220,48;165,09;21,69;493,98;354,37;211,24;264,90;176,44;313,92;122,83;265,08;267,21;260,28;40,80;29,05;197,65;344,60;3,27;62,79;400,85;29,43;483,62;240,27;381,77;209,72;43,50;255,34;440,30;164,70;12,45;194,21;273,64;424,16;16,06;483,98;3,13;256,38;502,10;139,09;178,90;455,78;205,12;163,99;9,64;384,75;494,80;270,48;157,49;433,45;184,75;336,45;130,49;308,12;289,80;463,57;426,96;444,69;245,16;337,37;260,72;154,14;16,22;225,71
100;186,82;267,48;311,93;139,84;317,64;322,38;314,92;230,19;49,23;152,43;324,67;105,77;324,81;238,07;175,62;392,48;40,87;254,39;352,47;390,14;176,53;129,33;149,57;333,59;330,20;87,08;330,47;330,81;208,68;362,21;138,44;302,78;257,10;377,28;312,09;382,10;208,37;174,38;163,45;25,49;132,43;352,93;390,14;57,94;195,31;90,32;244,50;354,59;96,96;291,99;304,16;280,28;210,18;318,77;166,58;121,12;53,34;341,40;376,81;283,74;155,83;109,51;179,96;388,26;270,85;291,82;198,66;78,48;134,13;148,26;199,74;182,06;110,74;192,78;320,90;325,25;359,26;251,75;265,74;368,57;322,39;331,94;98,51;324,52;208,81;407,56;312,41;186,35;52,92;387,86;34,77;154,25;319,01;103,26;290,85;398,93;375,10;158,26;324,99;0;325,49;345,10;141,66;275,72;292,60;98,94;258,39;202,26;263,32;166,80;143,00;18,08;316,12;421,67;131,47;343,25;129,26;420,33;326,20;228,78;403,12;288,56;398,91;320,71;169,02;198,09;150,29;66,19;178,88;31,19;208,70;196,03;176,33;240,96;364,85;330,07;130,07;21,90;326,79;365,95;140,50;322,65;161,81;110,19;104,98;421,54;344,88;193,80;260,03;177,50;320,02;297,39;228,62;101,19;328,17;159,08;325,84;101,93;193,39;389,23;162,62;131,45;312,31;430,59;321,65;64,98;227,84;297,08;235,85;111,42;193,30;116,00;268,91;449,15;248,81;138,88;193,64;120,33;187,91;105,30;180,22;178,64;325,35;427,62
101;459,66;59,93;201,63;337,18;10,52;277,25;185,56;376,98;285,34;235,13;10,40;369,06;1,03;436,02;159,98;143,51;324,65;166,67;30,38;140,98;222,34;454,31;272,40;296,96;10,92;412,54;521,57;7,49;454,58;75,13;463,91;428,52;232,86;53,28;14,94;63,05;271,52;458,40;391,15;335,39;198,78;238,98;140,98;312,91;477,14;394,21;376,59;281,61;392,21;134,30;173,13;241,93;273,54;9,93;441,59;434,50;333,92;15,97;173,69;86,94;461,26;216,34;259,53;151,12;465,58;309,84;276,38;372,29;280,26;473,59;279,20;235,97;290,00;272,58;15,30;2,31;71,30;306,02;140,35;71,98;5,77;286,31;418,78;0,99;156,51;267,16;13,21;245,99;287,46;152,91;290,88;479,74;11,66;307,60;170,35;174,60;49,61;178,52;6,60;325,49;0;274,31;277,59;224,88;236,83;270,13;457,49;243,18;197,81;171,00;190,09;307,45;10,42;141,61;456,42;270,59;454,37;305,68;2,37;460,02;330,37;215,00;171,38;15,50;494,51;358,41;214,15;266,03;174,26;315,02;125,10;269,45;271,19;255,80;39,39;22,47;197,51;344,90;4,08;67,95;403,43;22,99;483,57;239,13;383,88;216,08;37,37;259,67;444,54;167,36;7,34;188,50;278,55;425,00;9,53;484,38;3,59;258,58;501,31;145,27;177,50;456,48;199,20;169,53;4,59;385,71;492,79;265,08;153,39;433,49;188,64;334,65;125,52;314,70;285,29;464,21;430,23;445,38;249,35;339,89;264,78;156,22;9,65;232,12
102;354,11;246,40;444,53;449,05;278,21;507,26;88,76;527,16;340,85;194,32;264,28;442,78;273,35;561,93;224,36;182,60;374,37;385,99;271,63;182,72;171,97;433,60;408,90;526,52;266,70;406,60;323,29;271,25;324,99;226,32;447,62;213,32;442,57;284,55;276,10;324,41;141,66;365,28;278,63;334,13;248,70;44,40;182,72;293,22;540,40;435,33;193,94;9,99;441,86;141,42;417,98;461,44;140,60;265,19;345,63;388,11;310,63;281,55;133,82;330,88;393,79;290,74;418,32;169,53;595,92;516,74;152,79;330,82;214,60;452,62;152,86;163,54;238,86;157,11;259,01;272,07;227,64;493,85;369,42;237,08;277,80;24,21;390,57;274,13;179,42;78,71;271,71;158,76;292,71;167,15;320,59;462,53;263,02;405,49;106,96;156,13;295,19;227,77;267,95;345,10;274,31;0;407,84;445,97;463,45;369,77;286,26;419,07;99,45;223,16;240,31;334,16;275,45;224,09;435,07;3,72;434,72;76,31;272,44;314,98;64,83;444,50;159,57;286,43;474,17;213,21;204,69;286,37;332,10;315,88;222,80;152,99;172,43;451,58;292,00;296,43;293,29;365,79;271,14;238,78;314,55;294,55;488,68;343,72;321,27;141,07;311,35;152,79;266,98;209,63;277,03;427,44;124,56;405,05;283,81;471,51;271,08;244,06;532,87;176,98;315,58;435,75;442,75;203,44;275,34;370,03;571,97;486,93;360,93;443,75;170,06;432,10;357,75;107,12;477,65;444,90;303,29;427,16;157,33;273,77;167,07;225,02;283,28;133,66
103;328,34;233,89;186,89;60,01;267,47;182,73;348,87;119,38;99,34;225,09;281,35;106,10;277,31;163,84;187,16;389,54;106,99;144,52;307,93;386,86;241,64;243,68;9,01;192,65;286,08;203,43;467,92;284,66;349,68;338,10;246,51;425,50;122,89;330,06;262,65;318,69;295,89;315,18;300,01;166,74;159,41;400,24;386,86;184,55;205,37;149,42;363,84;417,83;141,08;306,99;187,85;144,35;298,32;274,75;308,17;255,13;190,55;291,42;391,68;205,62;291,83;117,86;40,97;390,09;196,32;150,33;289,72;220,14;234,72;257,50;291,88;254,97;218,82;282,94;279,84;278,36;334,35;111,12;165,95;340,48;272,68;402,20;228,43;276,64;233,32;451,50;265,06;264,32;158,51;390,60;129,67;258,86;276,02;47,12;322,17;407,56;323,05;180,50;279,99;141,66;277,59;407,84;0;143,63;158,10;47,04;394,78;67,03;310,45;185,98;167,53;132,01;267,17;406,30;245,70;405,01;242,77;475,39;279,21;368,81;471,93;159,26;406,15;266,87;272,60;320,34;207,03;147,04;103,77;161,86;203,20;284,33;267,91;101,74;312,82;272,33;115,26;144,69;280,43;336,89;281,45;265,16;244,19;64,51;246,35;440,56;281,93;277,82;393,77;199,92;270,54;176,04;316,01;224,12;276,07;258,78;279,45;188,00;241,91;388,17;106,64;245,19;187,98;425,41;273,04;198,96;216,28;157,90;137,87;202,38;237,78;63,98;175,56;499,19;107,16;249,33;333,28;235,43;267,47;236,83;268,24;187,60;273,30;451,40
104;460,25;211,77;47,92;190,15;214,77;61,59;367,30;180,67;227,44;302,78;233,08;246,67;225,15;248,41;230,79;364,89;247,02;61,80;252,09;362,23;309,38;386,96;134,62;80,56;235,68;346,04;583,33;232,22;475,56;299,21;390,10;522,05;21,49;266,87;212,22;238,66;370,87;449,41;419,10;298,80;229,72;424,36;362,23;305,08;332,67;292,62;460,25;455,38;283,55;314,88;63,50;17,09;373,45;227,39;439,79;394,74;317,07;232,85;384,90;138,06;430,72;202,96;103,00;370,27;270,49;85,47;368,55;351,89;330,05;401,09;371,28;325,66;322,18;362,09;234,59;226,66;295,28;92,64;85,30;296,84;219,11;448,12;369,10;224,21;269,90;466,77;216,45;337,05;274,96;371,65;253,81;402,48;229,52;190,76;342,77;392,39;255,56;236,27;230,10;275,72;224,88;445,97;143,63;0;18,92;177,48;510,15;76,62;347,93;236,65;231,63;262,05;216,03;366,48;389,00;442,51;386,10;499,51;227,16;491,64;510,04;17,82;389,74;209,88;416,19;422,74;278,49;256,43;124,85;288,24;223,66;361,75;350,65;50,41;247,28;209,06;184,87;283,46;228,82;292,82;408,68;204,14;386,56;168,91;375,80;432,06;209,84;352,86;505,26;247,13;217,81;45,80;387,97;366,20;218,73;402,29;228,05;285,07;378,12;365,64;146,28;388,52;49,85;393,89;220,69;337,88;332,34;41,83;85,21;345,95;290,06;203,73;100,00;516,36;72,61;392,86;456,11;378,59;340,85;354,59;348,15;228,76;216,73;446,55
105;477,72;227,11;45,70;201,42;226,92;43,85;383,99;183,69;244,64;321,69;245,40;259,18;237,16;251,91;249,35;378,19;262,89;77,92;263,15;375,55;328,17;401,77;149,11;63,40;247,71;361,28;601,95;244,06;493,56;311,64;404,48;540,97;35,61;276,72;224,70;246,39;389,69;466,60;437,44;315,97;248,64;441,14;375,55;323,14;341,47;306,12;479,16;472,81;296,62;331,23;68,40;14,88;392,27;239,93;457,27;410,97;334,78;243,89;399,69;150,63;447,13;221,72;117,14;384,00;272,07;77,76;387,42;369,22;348,92;415,47;390,15;344,48;340,92;380,97;247,25;238,70;307,74;93,51;99,25;308,77;231,07;465,96;385,04;236,21;288,02;482,83;229,06;355,88;293,14;385,44;271,46;416,54;242,12;205,12;359,72;406,39;264,97;255,05;242,29;292,60;236,83;463,45;158,10;18,92;0;193,98;528,74;91,59;365,71;255,35;250,52;279,28;228,34;378,16;403,80;459,97;400,87;516,05;239,14;509,85;527,36;21,85;403,65;221,60;430,06;441,59;297,37;274,82;143,76;305,88;241,49;380,61;369,56;59,54;257,10;219,97;203,75;299,68;240,83;304,74;426,51;215,46;399,34;186,74;393,40;446,43;219,44;371,70;523,96;265,69;229,90;50,65;406,73;381,68;230,21;416,02;240,10;303,87;388,70;379,14;165,20;403,29;48,18;406,28;232,77;354,18;339,12;28,54;102,53;359,83;308,58;216,41;113,56;532,39;75,42;407,38;474,29;393,51;359,68;372,91;367,04;247,27;228,36;461,16
106;285,38;219,66;215,92;80,28;260,65;223,55;316,76;159,81;53,21;182,13;272,21;98,93;269,68;193,27;155,68;368,54;70,61;163,20;299,84;365,92;200,38;213,10;53,29;235,22;277,35;170,89;421,48;276,68;304,78;323,19;218,13;378,61;158,41;323,40;255,42;318,27;252,08;273,31;253,68;123,10;121,74;365,56;365,92;137,92;207,42;129,49;317,05;379,74;124,83;279,15;211,31;181,44;254,45;265,71;265,04;217,30;145,09;285,09;365,39;209,14;253,24;79,72;81,64;367,62;227,06;195,90;245,34;176,71;188,63;229,02;247,38;212,71;172,07;238,60;269,80;270,52;319,65;157,66;179,35;327,00;265,81;362,52;191,98;269,15;200,67;418,16;257,07;221,45;111,48;367,86;83,11;231,99;266,62;39,69;290,26;383,29;318,14;145,67;271,46;98,94;270,13;369,77;47,04;177,48;193,98;0;348,23;103,32;274,47;152,32;131,15;87,11;259,86;389,51;215,22;367,12;212,46;439,60;271,43;323,27;433,09;191,07;382,27;261,51;246,42;273,36;166,10;100,38;99,71;116,12;177,83;240,26;223,19;142,21;307,71;268,68;84,36;106,08;272,44;323,69;236,68;261,24;224,20;32,02;202,14;413,69;280,65;234,26;346,92;166,25;263,52;202,52;272,45;190,10;270,23;233,56;271,44;142,30;232,94;366,56;92,63;214,86;216,55;405,57;265,74;160,42;226,33;198,21;149,25;177,66;200,50;68,32;185,76;464,76;152,04;220,23;287,65;204,38;224,41;190,14;223,98;156,88;267,37;423,32
107;112,60;401,84;535,19;397,87;454,80;565,22;327,71;487,88;295,45;226,81;451,03;354,85;456,49;486,67;310,19;439,22;298,93;470,16;472,49;438,12;235,58;249,36;401,51;579,40;455,94;251,38;73,45;459,02;70,36;450,76;262,33;92,24;495,33;494,63;450,00;520,32;189,71;132,57;95,11;233,19;289,28;323,14;438,12;210,32;405,80;316,55;93,49;290,53;329,05;348,09;518,65;519,02;188,19;447,82;120,89;197,39;205,72;471,60;398,50;462,40;176,31;307,74;428,54;428,41;516,83;543,87;182,77;185,74;186,55;260,52;180,14;221,52;188,98;185,70;445,49;456,01;449,86;505,84;470,12;461,07;457,57;262,32;219,20;456,77;301,11;364,64;447,62;211,61;238,05;426,61;265,16;270,71;446,69;361,18;320,42;424,33;499,59;295,25;453,42;258,39;457,49;286,26;394,78;510,15;528,74;348,23;0;446,01;280,89;299,77;291,82;263,93;452,21;480,59;249,52;287,38;251,14;350,50;456,83;46,38;308,41;518,80;426,70;461,54;275,21;99,08;251,18;254,43;389,75;233,46;339,70;189,27;186,34;486,23;491,75;473,18;327,52;265,22;456,43;460,62;123,75;467,44;310,78;344,68;158,46;421,95;490,78;198,68;19,91;297,40;455,62;518,09;189,76;235,10;464,72;281,02;455,80;226,80;368,28;433,86;368,11;250,58;534,73;470,64;455,66;225,64;445,12;539,91;445,34;288,24;268,96;373,80;466,48;381,72;499,75;257,51;69,87;248,41;208,36;158,16;192,71;313,83;462,65;417,60
